Melanie Martinez,45,6709866
Michael Jacobs,26,5436827
Kevin Weaver,52,7551078
Kaylee Burns,56,6749686
Brian Waters,55,6659408
Steven Rose,28,8219703
Michael Miller,51,7846537
Brett Diaz,41,6607969
Alan Williams,56,8380596
Kevin Johnson,23,8805077
Edwin Miller,40,8105403
Steven Moreno,23,7491140
Jose White,46,6832362
Colton Ortiz,38,4605625
Abigail Adams,26,8144089
Vanessa Carr,25,7256696
Todd Harrison,42,6158846
Ashley Oneill,58,5439833
Melissa Williams,47,7552469
Benjamin Aguilar,33,4400323
April Carlson,44,5967049
Jacob Beasley,32,4439413
Jamie Stokes,29,6792839
James Allen,33,8719515
David Fleming,43,6946532
Charlene Kemp,53,7258878
Jessica Patterson,32,4312495
Debra Medina,31,7874134
Jacqueline Johnson,46,7189988
Cody Miller,50,7529460
